concessionaria;ano_do_pnv_snv;uf;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final;br
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;6.36;-17.066488;-47.11331;6.72;-17.068185;-47.110433;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;5.23;-17.061191;-47.122334;6.08;-17.065233;-47.115432;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;3.89;-17.054185;-47.132249;4.96;-17.059925;-47.124469;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;3.16;-17.047506;-47.136;3.73;-17.052031;-47.133047;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;2.37;-17.044429;-47.141463;2.7;-17.045859;-47.138846;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;1.27;-17.039476;-47.150364;1.54;-17.040665;-47.148168;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;153.75;-17.019648;-47.181928;156.28;-17.034597;-47.163539;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;156.5;-17.034698;-47.165704;156.7;-17.034681;-47.162636;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;0.0;-17.034442;-47.160976;0.49;-17.035891;-47.156811;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;152.55;-17.017575;-47.191582;152.96;-17.018334;-47.188023;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;151.65;-17.015999;-47.202152;152.1;-17.016638;-47.195869;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;150.24;-17.017066;-47.21246;151.2;-17.016743;-47.204107;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;149.5;-17.012474;-47.217376;149.98;-17.015454;-47.214235;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;148.98;-17.009163;-47.220894;149.26;-17.010886;-47.219052;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;148.17;-17.003952;-47.226394;148.7;-17.007303;-47.222847;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;146.5;-16.993446;-47.237663;147.51;-16.999747;-47.230857;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;145.72;-16.98966;-47.243801;146.2;-16.992;-47.239994;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;144.9;-16.985585;-47.250252;145.35;-16.98784;-47.246764;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;143.26;-16.974828;-47.260895;143.62;-16.977216;-47.258538;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;142.26;-16.967534;-47.266342;143.05;-16.97333;-47.262367;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;141.82;-16.963806;-47.267866;142.07;-16.965872;-47.267007;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;140.55;-16.954724;-47.274076;141.54;-16.961477;-47.268882;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;139.39;-16.952639;-47.28489;139.87;-16.953458;-47.28042;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;138.16;-16.951648;-47.296316;138.95;-16.951824;-47.289204;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;135.97;-16.943109;-47.312552;137.8;-16.951897;-47.299698;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;134.69;-16.938261;-47.323237;135.61;-16.941184;-47.315425;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;132.27;-16.927835;-47.341826;134.16;-16.937453;-47.328115;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;131.44;-16.920898;-47.344839;132.0;-16.925345;-47.342911;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;130.36;-16.911719;-47.348822;130.73;-16.914747;-47.347503;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;103.58;-16.812274;-47.559278;103.99;-16.815244;-47.557025;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;102.15;-16.801723;-47.566896;102.46;-16.80389;-47.565347;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;101.49;-16.796755;-47.570464;101.79;-16.798944;-47.568878;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;99.56;-16.783229;-47.581767;100.16;-16.787345;-47.578298;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;99.03;-16.779433;-47.584815;99.33;-16.781645;-47.583067;040
VIA CRISTAIS;2010;GO;Principal;Decrescente;Norte;Ativo;;98.08;-16.772138;-47.589364;98.81;-16.777655;-47.585727;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;422.67;-19.153439;-44.539936;422.42;-19.153277;-44.536865;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;421.54;-19.153821;-44.549653;422.16;-19.153579;-44.543855;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;420.55;-19.15517;-44.559961;420.96;-19.15452;-44.555172;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;417.38;-19.158417;-44.588557;418.47;-19.157706;-44.578335;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;415.64;-19.151486;-44.603039;416.4;-19.154913;-44.597898;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;414.9;-19.145845;-44.608013;415.16;-19.147707;-44.606385;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;412.83;-19.13339;-44.621099;414.58;-19.144303;-44.609375;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;410.76;-19.123496;-44.637587;411.5;-19.126426;-44.632631;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;409.0;-19.113592;-44.650206;410.04;-19.119157;-44.644832;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;408.47;-19.108966;-44.650931;408.94;-19.110979;-44.650662;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;406.9;-19.093233;-44.653214;407.24;-19.096389;-44.652745;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;403.61;-19.064101;-44.6534;406.76;-19.092035;-44.653391;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;399.76;-19.031355;-44.651684;402.34;-19.052462;-44.654395;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;397.96;-19.016173;-44.65747;399.07;-19.025308;-44.655279;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;395.64;-18.997342;-44.661422;397.4;-19.010813;-44.656606;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;391.97;-18.968415;-44.674999;392.6;-18.971843;-44.672673;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;390.31;-18.9564;-44.684549;391.62;-18.964504;-44.677624;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;389.26;-18.947421;-44.686147;390.21;-18.954128;-44.685341;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;387.37;-18.930525;-44.684436;387.91;-18.93363;-44.684751;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;386.75;-18.923263;-44.683731;387.05;-18.925533;-44.683927;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;385.0;-18.907502;-44.685688;386.43;-18.920564;-44.683671;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;382.55;-18.892134;-44.701065;382.84;-18.893326;-44.698622;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;383.31;-18.896494;-44.692233;384.24;-18.901286;-44.688832;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;381.69;-18.88835;-44.708044;382.16;-18.890533;-44.704253;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;380.54;-18.881536;-44.716362;380.77;-18.882876;-44.714709;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;377.68;-18.864787;-44.736891;378.57;-18.869981;-44.730442;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;376.5;-18.857889;-44.745884;377.06;-18.86084;-44.741634;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;375.22;-18.852715;-44.756423;375.99;-18.856071;-44.750134;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;373.08;-18.8384;-44.76954;374.2;-18.845806;-44.76276;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;371.98;-18.830537;-44.77674;372.35;-18.83323;-44.774239;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;371.49;-18.827208;-44.779823;371.74;-18.828812;-44.778342;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;370.39;-18.819816;-44.786607;370.85;-18.823015;-44.78367;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;368.67;-18.807757;-44.796318;369.28;-18.81235;-44.793431;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;366.42;-18.789022;-44.805042;367.23;-18.795348;-44.801533;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;365.45;-18.784158;-44.812472;365.71;-18.785445;-44.810406;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;363.26;-18.773073;-44.829549;363.81;-18.776165;-44.825578;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;361.55;-18.761805;-44.84041;362.58;-18.768634;-44.833865;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;360.23;-18.752679;-44.849137;360.79;-18.756548;-44.845447;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;357.38;-18.734334;-44.867599;358.94;-18.744126;-44.857405;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;355.83;-18.730629;-44.881341;357.135;-18.733228;-44.869987;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;354.56;-18.729919;-44.893435;355.11;-18.730228;-44.888179;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;351.59;-18.728248;-44.92173;352.5;-18.728764;-44.913115;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;350.06;-18.726686;-44.935988;350.6;-18.727703;-44.931152;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;348.56;-18.718063;-44.946786;349.42;-18.723358;-44.941102;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;347.51;-18.711018;-44.953313;348.21;-18.715576;-44.9491;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;346.14;-18.701901;-44.962059;346.63;-18.704965;-44.958941;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;342.22;-18.682095;-44.992216;343.91;-18.692155;-44.980847;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;340.8;-18.669228;-44.99529;341.68;-18.677187;-44.993438;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;339.35;-18.656513;-44.998249;339.9;-18.661276;-44.997139;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;336.92;-18.635003;-45.003286;337.8;-18.64249;-45.001524;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;335.62;-18.6235;-45.005982;335.96;-18.626484;-45.005279;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;334.24;-18.611405;-45.008809;335.15;-18.619394;-45.006941;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;328.21;-18.561222;-45.023209;333.96;-18.609001;-45.009378;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;327.52;-18.556099;-45.026306;327.92;-18.559159;-45.024449;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;326.46;-18.54811;-45.031217;326.88;-18.551301;-45.02919;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;325.87;-18.544536;-45.035484;326.22;-18.546581;-45.032958;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;325.01;-18.539417;-45.041758;325.39;-18.541662;-45.03902;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;323.32;-18.52935;-45.053971;323.75;-18.531897;-45.050864;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;321.97;-18.522532;-45.063887;322.61;-18.525281;-45.058864;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;317.59;-18.494059;-45.076386;321.42;-18.522301;-45.069106;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;316.18;-18.483922;-45.068666;316.66;-18.487354;-45.071292;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;313.38;-18.462862;-45.060917;315.29;-18.477165;-45.063458;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;312.72;-18.458035;-45.064418;313.24;-18.461317;-45.062155;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;311.54;-18.448039;-45.068339;311.92;-18.450428;-45.067402;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;310.12;-18.435035;-45.074041;311.04;-18.442925;-45.070327;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;309.3;-18.430199;-45.079679;309.69;-18.43282;-45.076813;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;307.85;-18.418658;-45.086225;308.14;-18.421132;-45.084836;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;306.68;-18.409447;-45.091414;306.97;-18.411836;-45.090069;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;304.15;-18.389259;-45.101414;305.035;-18.396158;-45.098885;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;302.05;-18.371193;-45.097438;302.63;-18.375388;-45.098358;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;298.0;-18.338297;-45.102976;298.52;-18.341219;-45.100604;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;299.28;-18.347368;-45.09558;300.89;-18.360162;-45.094978;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;288.61;-18.270906;-45.150289;289.02;-18.274132;-45.148353;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;294.65;-18.310658;-45.113077;296.24;-18.323049;-45.109637;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;296.56;-18.327338;-45.108482;297.74;-18.33577;-45.105043;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;289.23;-18.275666;-45.147418;290.19;-18.281503;-45.140491;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;290.56;-18.282256;-45.137604;291.05;-18.284209;-45.134318;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;291.27;-18.285686;-45.132006;294.27;-18.30612;-45.115425;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;287.3;-18.259923;-45.156989;287.85;-18.263946;-45.154546;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;283.77;-18.249958;-45.184124;286.77;-18.25597;-45.159379;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;280.64;-18.240994;-45.209088;283.19;-18.250613;-45.189696;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;266.89;-18.16468;-45.298661;270.065;-18.178634;-45.275918;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;270.94;-18.181608;-45.268709;276.39;-18.210193;-45.227344;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;277.21;-18.215478;-45.222176;280.24;-18.237985;-45.211473;040
VIA CRISTAIS;2010;MG;Principal;Decrescente;Norte;Ativo;;264.81;-18.151011;-45.310058;266.68;-18.163058;-45.300255;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;611.01;-20.513313;-43.840075;611.51;-20.517032;-43.837547;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;611.91;-20.518808;-43.834283;612.06;-20.519516;-43.833127;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;615.16;-20.543168;-43.820864;616.26;-20.551172;-43.81521;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;628.61;-20.653307;-43.808837;629.51;-20.657783;-43.802816;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;630.11;-20.663085;-43.802974;630.56;-20.666841;-43.803215;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;649.0;-20.820685;-43.811588;649.21;-20.822459;-43.810929;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;660.91;-20.908355;-43.828772;661.35;-20.9121;-43.827768;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;663.9;-20.932384;-43.817269;664.41;-20.936668;-43.815682;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;665.47;-20.944128;-43.809427;665.81;-20.945613;-43.806299;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;666.66;-20.946943;-43.798543;666.75;-20.947533;-43.797915;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;666.91;-20.948605;-43.796871;667.86;-20.955143;-43.791424;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;681.05;-21.055165;-43.76375;681.81;-21.061704;-43.761968;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;682.55;-21.065078;-43.767629;683.23;-21.07018;-43.770276;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;734.61;-21.38852;-43.569225;735.51;-21.395361;-43.566948;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;736.55;-21.403986;-43.567041;736.81;-21.406174;-43.567803;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;736.95;-21.407561;-43.567837;738.06;-21.416273;-43.563473;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;739.46;-21.426115;-43.557047;741.61;-21.438755;-43.556696;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;742.81;-21.449751;-43.557546;743.15;-21.452024;-43.558152;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;743.61;-21.455658;-43.558153;744.11;-21.459811;-43.559209;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;744.61;-21.462868;-43.562745;745.11;-21.466122;-43.560289;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;745.75;-21.470699;-43.55713;747.01;-21.470022;-43.546949;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;747.21;-21.470939;-43.54571;747.28;-21.471567;-43.545674;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;747.41;-21.472822;-43.545952;747.51;-21.473707;-43.546211;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;748.51;-21.480231;-43.541769;748.71;-21.481499;-43.540864;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;749.15;-21.483739;-43.537406;749.44;-21.485632;-43.535462;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;750.66;-21.495624;-43.535161;750.95;-21.498178;-43.535797;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;754.96;-21.527559;-43.519685;755.21;-21.529134;-43.518334;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;757.01;-21.54276;-43.511814;757.31;-21.545052;-43.510645;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;757.93;-21.54937;-43.507577;759.01;-21.557636;-43.505086;040
VIA MINEIRA;2012;MG;Principal;Crescente;Sul;Ativo;;772.51;-21.640964;-43.437854;772.85;-21.642255;-43.436968;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;544.34;-20.002841;-43.965087;543.7;-19.996925;-43.961658;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;550.68;-20.053701;-43.970713;544.34;-20.002841;-43.965087;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;555.11;-20.08749;-43.976204;550.68;-20.053701;-43.970713;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;555.8;-20.093701;-43.975712;555.11;-20.08749;-43.976204;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;562.58;-20.150688;-43.962103;555.8;-20.093701;-43.975712;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;563.41;-20.157626;-43.963875;562.58;-20.150688;-43.962103;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;563.96;-20.162587;-43.964949;563.41;-20.157626;-43.963875;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;573.57;-20.245852;-43.964394;572.83;-20.239428;-43.966381;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;580.06;-20.296378;-43.939207;578.21;-20.282507;-43.944762;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;593.26;-20.395275;-43.904916;589.99;-20.369839;-43.910585;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;597.25;-20.420467;-43.881649;596.95;-20.418965;-43.884071;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;610.61;-20.509858;-43.840062;610.51;-20.509109;-43.839401;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;628.16;-20.649269;-43.80948;627.71;-20.645569;-43.810417;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;628.49;-20.652256;-43.80901;628.31;-20.650638;-43.80928;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;632.35;-20.680024;-43.794242;631.81;-20.675405;-43.795366;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;652.26;-20.846184;-43.797975;651.41;-20.838791;-43.799895;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;653.83;-20.85928;-43.801673;653.38;-20.855328;-43.801682;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;655.42;-20.871545;-43.798973;654.31;-20.862917;-43.798915;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;656.58;-20.880932;-43.802433;656.16;-20.87786;-43.800949;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;662.49;-20.921104;-43.823058;661.99;-20.917057;-43.824948;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;663.9;-20.932384;-43.817269;663.81;-20.931634;-43.817546;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;666.91;-20.948605;-43.796871;666.75;-20.947533;-43.797915;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;680.38;-21.049124;-43.763295;679.58;-21.043503;-43.760452;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;693.21;-21.149383;-43.763351;692.57;-21.143463;-43.766215;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;697.31;-21.18279;-43.753863;696.81;-21.179239;-43.756319;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;713.96;-21.260115;-43.662377;698.93;-21.196395;-43.749387;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;732.74;-21.372107;-43.571817;714.56;-21.264771;-43.660315;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;736.14;-21.400517;-43.565607;735.61;-21.396199;-43.566816;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;738.81;-21.420905;-43.559213;738.41;-21.419349;-43.562713;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;750.09;-21.490528;-43.535245;749.71;-21.487692;-43.534221;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;752.71;-21.510132;-43.527687;752.31;-21.506727;-43.528694;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;754.96;-21.527559;-43.519685;754.81;-21.526334;-43.520301;040
VIA MINEIRA;2012;MG;Principal;Decrescente;Norte;Ativo;;773.3;-21.645331;-43.435711;772.95;-21.642629;-43.436697;040
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;5.34;-29.342644;-49.78806;6.92;-29.352543;-49.79968;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;6.97;-29.352726;-49.79999;7.35;-29.355439;-49.802805;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;9.12;-29.366728;-49.815734;9.65;-29.369731;-49.819734;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;9.69;-29.369986;-49.820103;10.48;-29.375041;-49.82599;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;12.05;-29.386104;-49.836239;12.25;-29.387287;-49.837628;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;12.29;-29.38746;-49.837778;13.2;-29.393464;-49.844508;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;13.24;-29.39366;-49.844768;13.77;-29.397132;-49.848688;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;18.32;-29.421427;-49.87463;19.39;-29.427241;-49.883622;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;19.43;-29.427398;-49.883791;20.28;-29.432337;-49.890103;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;24.64;-29.455356;-49.926136;24.74;-29.455828;-49.927029;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;24.79;-29.455946;-49.927364;24.94;-29.456767;-49.92883;101
VIA SUL;2019;RS;Marginal;Crescente;Sul;Ativo;;31.06;-29.489405;-49.975513;32.29;-29.499974;-49.978819;101
VIA SUL;2019;RS;Marginal;Decrescente;Norte;Ativo;;32.32;-29.500188;-49.978086;31.08;-29.489649;-49.974739;101
VIA SUL;2019;RS;Marginal;Decrescente;Norte;Ativo;;47.28;-29.58806;-50.071478;46.98;-29.58638;-50.070237;101
